Beta Values for the Period from 01st January to 31st March 2011,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
AAIC,-0.03710677,AAIC,0.855683506
ABAN,0.781438769,ABAN,1.2108098
ACAP,0.042912057,ACAP,-0.33710995
ACL,0.462697105,ACL,0.776931649
ACME,-0.27975209,ACME,0.446136701
AGAL,1.11312465,AGAL,1.76170133
AHPL,0.334274731,AHPL,0.751485884
AHUN,0.499019377,AHUN,1.37852897
ALLI,0.524594022,ALLI,0.667719167
ALUF,0.402447634,ALUF,-0.19223625
AMSL,0.114144504,AMSL,0.25204309
APLA,-0.2539421,APLA,0.434435364
ARPI,0.978975445,ARPI,0.746471025
ASCO,0.754138228,ASCO,1.65824665
ASHA,0.717266807,ASHA,1.40601783
ASHO,1.55879814,ASHO,1.77135958
ASIR,0.261551737,ASIR,0.352340267
ASPH,2.51078685,ASPH,2.10976968
ATL,1.26492508,ATL,2.24071322
AUTO,1.81627049,AUTO,1.89561664
BALA,1.61912606,BALA,2.70728083
BBH,3.11516435,BBH,4.73718424
BFL,0.417510002,BFL,1.54160475
BHR,0.855887659,BHR,0.908432392
BINN,0.016474464,BINN,-0.00037147
BLUE,1.10512277,BLUE,1.97678306
BOGA,0.556444653,BOGA,1.56445022
BOPL,1.26994586,BOPL,1.45356612
BREW,1.08480426,BREW,1.03956166
BRWN,0.840746842,BRWN,1.80739227
BUKI,3.07978347,BUKI,1.59268202
CABO,1.12285243,CABO,2.37648588
CARE,0.301561151,CARE,0.986069836
CARG,0.56248529,CARG,0.843239227
CARS,2.18694594,CARS,1.26095839
CCS,-0.16694124,CCS,-0.53937592
CDB,0.692555111,CDB,0.570393759
CDIC,3.14011139,CDIC,1.85438335
CERA,0.345885306,CERA,1.17719167
CFI,1.74425354,CFI,1.0858098
CFIN,0.431395622,CFIN,1.01244427
CFLB,2.03067388,CFLB,3.00965824
CFT,0.687298972,CFT,1.79216196
CFVF,0.514473993,CFVF,0.923662704
CHL,-0.06558405,CHL,-0.27433135
CHMX,-0.46614889,CHMX,0.492013372
CHOT,0.635522083,CHOT,1.0941679
CHOU,0.985408331,CHOU,1.64487369
CIC,0.419471248,CIC,1.1877786
CIND,0.674982348,CIND,0.187035661
CINS,0.711775319,CINS,1.39710252
CINV,2.38244292,CINV,1.47771173
CIT,0.545932376,CIT,0.341010401
CLND,1.04157841,CLND,2.31073551
CLPL,0.756962422,CLPL,1.80497771
COCO,0.267513924,COCO,1.03176077
COLO,1.8361183,COLO,2.75705794
COMB,0.514003294,COMB,1.14375928
COMD,0.801757276,COMD,-0.09788261
CONN,0.539813289,CONN,1.11589895
CPRT,0,CPRT,0
CRL,0.986114379,CRL,1.68424962
CSD,0.317643367,CSD,0.981797919
CSEC,0.487251902,CSEC,0.809806835
CSF,0.90201616,CSF,0.778603268
CTBL,0.56272064,CTBL,1.40137444
CTC,0.017572762,CTC,-0.08692421
CTCE,0.305797442,CTCE,-0.02377414
CTEA,1.96830626,CTEA,1.31872213
CTHR,0.856907507,CTHR,1.23755572
CTLD,1.23605554,CTLD,1.99888558
CWM,1.2773986,CWM,1.99127043
DFCC,0.210480897,DFCC,0.542904903
DIAL,0.556052404,DIAL,0.9205052
DIMO,0.849140974,DIMO,1.60902674
DIPD,0.095316545,DIPD,0.468610698
DIST,0.421040244,DIST,0.927748885
DOCK,0.648623205,DOCK,0.651745913
DPL,0.69749745,DPL,1.4832838
EAST,0.420726445,EAST,1.21823922
EBCR,1.77626108,EBCR,3.59435364
ECL,0.850317721,ECL,2.07150817
EDEN,0.438299207,EDEN,1.03696136
ELPL,1.34141366,ELPL,2.68127786
EMER,0.790068251,EMER,1.2301263
EQIT,0.509767004,EQIT,0.93332095
ETWO,1.11940064,ETWO,1.52451708
GEST,0.03216443,GEST,1.28473254
GHLL,0.57182082,GHLL,1.52488855
GLAS,0.758766768,GLAS,1.4179049
GOOD,3.56970267,GOOD,1.4095468
GRAN,1.33615752,GRAN,2.63298662
GREG,1.10065113,GREG,2.19910846
GUAR,2.97191496,GUAR,0.992756315
HAPU,0.121675688,HAPU,0.429977711
HARI,0.080411077,HARI,0.151374442
HASU,0.639287675,HASU,1.02451708
HAYC,0.52992861,HAYC,0.947436849
HAYL,0.244920373,HAYL,0.096396731
HDEV,1.44700713,HDEV,1.53268945
HDFC,0.446536439,HDFC,1.64710252
HEXP,-0.10410292,HEXP,-0.04959138
HHL,0.848748725,HHL,1.3697994
HNB,,HNB,
HOPL,1.62179336,HOPL,3.00241456
HPFL,0.508668706,HPFL,1.22585438
HPWR,0.530870008,HPWR,1.36162704
HSIG,0.425590334,HSIG,1.41734769
HUEJ,1.137601,HUEJ,0.580980683
HUNA,0.472581783,HUNA,0.995356612
HUNT,0.529536361,HUNT,-0.87444279
HVA,-2.6500353,HVA,1.05590638
IDL,0,IDL,0
INDO,4.20836275,INDO,2.24925705
JFIN,2.16607829,JFIN,0.068164933
JINS,0.703145838,JINS,1.09973997
JKH,0.331372087,JKH,0.925334323
JKL,0.482152663,JKL,1.03826151
KAHA,1.15689966,KAHA,1.77916047
KAPI,1.29473601,KAPI,2.09193907
KCAB,0.292147171,KCAB,0.500742942
KDL,0.653565544,KDL,0.982912332
KFP,1.43218012,KFP,1.9127043
KGAL,1.19118223,KGAL,2.30089153
KHC,0.394445751,KHC,1.01764487
KHL,0.299050757,KHL,0.498699851
KOTA,1.42959127,KOTA,2.528789
KURU,0.375853141,KURU,0.954494799
KVAL,0.978190946,KVAL,1.70579494
KZOO,1.36275202,KZOO,0.258543833
LALU,0.02761434,LALU,1.13502971
LAMB,1.04801129,LAMB,2.45932392
LCEM,0.653408645,LCEM,1.40508915
LCEY,1.14575978,LCEY,1.68610698
LDEV,1.38981721,LDEV,2.455052
LFIN,2.1161842,LFIN,2.76077265
LGL,1.62806934,LGL,2.91660475
LHCL,0.451321879,LHCL,0.772102526
LHL,0.615203577,LHL,1.57466567
LIOC,0.240840982,LIOC,0.652488855
LION,0.643759315,LION,0.878900445
LITE,0.847179728,LITE,1.24294205
LLUB,0.299050757,LLUB,0.741641901
LMF,0.629167647,LMF,1.03157503
LOLC,0.468580842,LOLC,0.920690936
LPRT,0.370753902,LPRT,0.208209509
LVEN,0.809602259,LVEN,1.41307578
LWL,0.456813367,LWL,0.108098068
MADU,2.07703773,MADU,3.3410104
MARA,0.430768023,MARA,0.86255572
MASK,0.586412489,MASK,0.689450222
MBSL,1.09398289,MBSL,1.97325408
MGT,0.974268455,MGT,2.02860326
MIRA,0.746214795,MIRA,1.94910846
MORI,1.84011924,MORI,0.419205052
MPRH,0.429355926,MPRH,0.506686478
MRH,0.435945712,MRH,0.569836552
MSL,0.860673099,MSL,-0.20598068
MULL,0.962893229,MULL,2.26355869
NAMU,1.07264454,NAMU,1.74145616
NDB,0.461834157,NDB,0.684806835
NEH,1.08017572,NEH,0.610326894
NEST,0.184514003,NEST,0.224182763
NHL,0.65536989,NHL,1.22585438
NTB,0.571193221,NTB,1.18294947
ODEL,1.03961716,ODEL,2.19502228
OFEQ,0,OFEQ,0
ONAL,-0.14740723,ONAL,1.29643387
OSEA,0.700164744,OSEA,0.906575037
PABC,0.776967129,PABC,1.50074294
PALM,0.38597317,PALM,0.610884101
PAP,-1.5458539,PAP,-4.0312035
PARA,0,PARA,0
PARQ,1.2544128,PARQ,1.83339524
PCH,1.57943045,PCH,2.6428306
PDL,-0.64823095,PDL,0.012258543
PEG,0.724248842,PEG,0.571693907
PHAR,1.82999921,PHAR,2.45208023
PMB,0.777202479,PMB,1.14821693
RAL,0.186396799,RAL,0.721582466
RCL,-0.43759315,RCL,-0.03956166
REEF,1.2523731,REEF,2.34286775
REG,1.10292617,REG,2.09658246
RENU,0.900760963,RENU,1.09361069
REXP,0.108182317,REXP,1.09175334
RGEM,-0.61747862,RGEM,-0.44075037
RHL,0.588216835,RHL,1.84138187
RHTL,0.44182945,RHTL,1.28919019
RICH,0.700792343,RICH,1.70542347
RPBH,-0.04463795,RPBH,-0.08785289
RWSL,-0.04055856,RWSL,1.0601783
SAMP,0.404173531,SAMP,0.799591381
SELI,3.36643916,SELI,1.18350668
SEMB,0.669020161,SEMB,1.55720653
SERV,0.324468502,SERV,0.601597325
SEYB,0.885463246,SEYB,1.5204309
SFCL,0,SFCL,0
SFIN,-0.08770691,SFIN,-2.3662704
SFL,1.21346199,SFL,2.17013372
SHAL,2.5540127,SHAL,0.694279346
SHAW,1.25857064,SHAW,1.85921248
SHOT,0.439005256,SHOT,0.679791976
SIGV,0.702832038,SIGV,1.10122585
SIL,1.2788107,SIL,0.947251114
SING,2.208755,SING,1.18164933
SINI,0.767788499,SINI,0.54383358
SINS,,SINS,
SIRA,1.14073899,SIRA,2.40508915
SLND,0,SLND,0
SLTL,1.42464893,SLTL,2.27470282
SMLL,0.63238409,SMLL,1.83190936
SMOT,2.20632305,SMOT,2.57355126
SOY,0.535498548,SOY,-0.44520802
SPEN,0.411312465,SPEN,0.88614413
STAF,0.760021965,STAF,1.49591381
SUGA,1.18906409,SUGA,1.97046805
SUN,0.95771554,SUN,1.40267459
SWAD,0,SWAD,0
TAFL,1.25982584,TAFL,2.35716939
TAJ,0.652781046,TAJ,1.34249628
TANG,0.387463716,TANG,0.69409361
TESS,0.94869381,TESS,1.81036404
TFC,1.19918412,TFC,2.52173105
TILE,0.299521456,TILE,0.75742942
TKYO,0.704714834,TKYO,1.19873699
TPL,0.423707539,TPL,1.17291976
TRAN,0.541460735,TRAN,0.457652303
TSML,-0.13046206,TSML,1.0345468
TWOD,0.668078763,TWOD,1.08785289
TYRE,1.16301874,TYRE,1.93684992
UAL,1.21793363,UAL,1.23829866
UBC,-0.22162077,UBC,-1.1339153
UCAR,2.43790695,UCAR,1.00835809
UDPL,0.752569231,UDPL,1.70635215
UML,1.33262728,UML,2.29216196
VFIN,1.31693731,VFIN,2.8499257
VLL,0.561465442,VLL,0.888744427
VPEL,0.477210323,VPEL,0.822251114
WAPO,9.94367302,WAPO,-1.4626671
WATA,0.800502078,WATA,1.60642644
YORK,1.33921707,YORK,2.38744427
